evidence_id,event_date,contribution_period,Krankenkasse,event_type,amount_due,due_date,amount_paid,payment_date,amount_outstanding,sender,recipient,communication_subject,communication_summary,payment_plan_status,source_file,source_path,source_page,source_snippet,extraction_method,confidence,duplicate_references,gap_flags
SI-390JS-5935-26-02046,2025-06-10,2025-05,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2025-05-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 05-2025.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 05-2025.pdf,,"i 2013 AG-Anteile zur Zukunftssicherung. Ab Juni 2013 setzt sich das Gesamtbrutto ohne diese AG-Anteile gemäß EntgeltBeschVO zusammen. 4) 4) 4) 6) Gesamtbrutto Auszahlungsbetrag Nettobezüge/-abzüge 2) AN- Typ Faktor 4) 4) 4) 4) 5) 6) Ki.PV 659798 Martin Zahariev C08 10.06.2025 10001 Usti Nad Labem 27 1 09119 Chemnitz Mai 2025 00007 1 Georgiev, Emil 2.58000 2.58000 2.58000 2.58",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02047,2025-06-10,2013-05,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2025-05-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 05-2025__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 05-2025__copy2.pdf,,"i 2013 AG-Anteile zur Zukunftssicherung. Ab Juni 2013 setzt sich das Gesamtbrutto ohne diese AG-Anteile gemäß EntgeltBeschVO zusammen. 4) 4) 4) 6) Gesamtbrutto Auszahlungsbetrag Nettobezüge/-abzüge 2) AN- Typ Faktor 4) 4) 4) 4) 5) 6) Ki.PV 659798 Martin Zahariev C08 10.06.2025 10001 Usti Nad Labem 27 1 09119 Chemnitz Mai 2025 00007 1 Georgiev, Emil 2.58000 2.58000 2.58000 2.58",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02048,2025-06-10,2013-05,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2025-05-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Entgeltbescheinigungen 05-2025__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 05-2025__copy3.pdf,,"i 2013 AG-Anteile zur Zukunftssicherung. Ab Juni 2013 setzt sich das Gesamtbrutto ohne diese AG-Anteile gemäß EntgeltBeschVO zusammen. 4) 4) 4) 6) Gesamtbrutto Auszahlungsbetrag Nettobezüge/-abzüge 2) AN- Typ Faktor 4) 4) 4) 4) 5) 6) Ki.PV 659798 Martin Zahariev C08 10.06.2025 10001 Usti Nad Labem 27 1 09119 Chemnitz Mai 2025 00007 1 Georgiev, Emil 2.58000 2.58000 2.58000 2.58",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02049,2025-06-10,2013-05,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2025-05-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen__copy14.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy14.pdf,,"i 2013 AG-Anteile zur Zukunftssicherung. Ab Juni 2013 setzt sich das Gesamtbrutto ohne diese AG-Anteile gemäß EntgeltBeschVO zusammen. 4) 4) 4) 6) Gesamtbrutto Auszahlungsbetrag Nettobezüge/-abzüge 2) AN- Typ Faktor 4) 4) 4) 4) 5) 6) Ki.PV 659798 Martin Zahariev C08 10.06.2025 10001 Usti Nad Labem 27 1 09119 Chemnitz Mai 2025 00007 1 Georgiev, Emil 2.58000 2.58000 2.58000 2.58",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02050,2025-06-10,2013-05,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2025-05-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen__copy32.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy32.pdf,,"i 2013 AG-Anteile zur Zukunftssicherung. Ab Juni 2013 setzt sich das Gesamtbrutto ohne diese AG-Anteile gemäß EntgeltBeschVO zusammen. 4) 4) 4) 6) Gesamtbrutto Auszahlungsbetrag Nettobezüge/-abzüge 2) AN- Typ Faktor 4) 4) 4) 4) 5) 6) Ki.PV 659798 Martin Zahariev C08 10.06.2025 10001 Usti Nad Labem 27 1 09119 Chemnitz Mai 2025 00007 1 Georgiev, Emil 2.58000 2.58000 2.58000 2.58",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02051,2025-06-10,2013-05,AOK,ARREARS_OR_ENFORCEMENT_NOTICE,,2025-05-27,,,,,,,"Document text/path contains arrears, reminder, enforcement, open-balance, or non-payment wording.",,Lohnauswertungen__copy50.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy50.pdf,,"i 2013 AG-Anteile zur Zukunftssicherung. Ab Juni 2013 setzt sich das Gesamtbrutto ohne diese AG-Anteile gemäß EntgeltBeschVO zusammen. 4) 4) 4) 6) Gesamtbrutto Auszahlungsbetrag Nettobezüge/-abzüge 2) AN- Typ Faktor 4) 4) 4) 4) 5) 6) Ki.PV 659798 Martin Zahariev C08 10.06.2025 10001 Usti Nad Labem 27 1 09119 Chemnitz Mai 2025 00007 1 Georgiev, Emil 2.58000 2.58000 2.58000 2.58",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02052,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdgsundrechnungen052025/Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02053,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdgsundrechnungen052025/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02054,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdrechnungenmai2025/Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02055,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdrechnungenmai2025/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02056,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmai2025/SEPA-List salaries.pdf,,[[page 1]] Abstimmliste Seite 1 von 4 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Lohn/Gehalt 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101542 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02057,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmai2025/SEPA-List seizures.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02058,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List salaries__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/SEPA-List salaries__copy3.pdf,,[[page 1]] Abstimmliste Seite 1 von 4 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Lohn/Gehalt 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101542 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02059,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List salaries__copy6.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/SEPA-List salaries__copy6.pdf,,[[page 1]] Abstimmliste Seite 1 von 4 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Lohn/Gehalt 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101542 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02060,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/SEPA-List seizures__copy2.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02061,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures__copy4.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/SEPA-List seizures__copy4.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02062,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02063,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy2.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02064,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02065,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2798 Zahariev Hermes Sendungsverlust__copy2.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02066,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2798 Zahariev Hermes Sendungsverlust__copy3.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02067,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/09_Enrico_Forwarded/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02068,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List salaries__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/SEPA-List salaries__copy3.pdf,,[[page 1]] Abstimmliste Seite 1 von 4 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Lohn/Gehalt 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101542 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro Z.-Nr. IBAN,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02069,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/SEPA-List seizures__copy2.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02070,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Rechnung 2798 Zahariev Hermes Sendungsverlust.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02071,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Rechnung 2798 Zahariev Hermes Sendungsverlust__copy2.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02072,2025-06-10,,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2798 Zahariev Hermes Sendungsverlust__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Rechnung 2798 Zahariev Hermes Sendungsverlust__copy3.pdf,,"_ 3.042,12 € Steuerbereinigter Schadenersatz, Schadenbetrag ohne Mehrwertsteuer. Zahlungsziel: durch Verrechnung Sachsenpower Weißﬂog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren AuŌrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02073,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02074,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy2.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02075,2025-06-10,2025-06,AOK,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy3.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Rechnung 2799 Bearbeitungsgebühr 10.06.2025 Zahariev__copy3.pdf,,"Endbetrag: _____ 53,55 € Zahlungsziel: Zahlbar durch Verrechnung Sachsenpower Weißflog GmbH & Co. KG Bankverbindung: Commerzbank DE25870400000462050600 Vielen Dank für Ihren Auftrag",pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02076,2025-06-10,2025-06,Hauptzollamt / Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenmai2025/SEPA-List seizures.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02077,2025-06-10,2025-06,Hauptzollamt / Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/SEPA-List seizures__copy2.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02078,2025-06-10,2025-06,Hauptzollamt / Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures__copy4.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/06_Bank_Payments/SEPA-List seizures__copy4.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
SI-390JS-5935-26-02079,2025-06-10,2025-06,Hauptzollamt / Krankenkasse,PAYMENT_EVIDENCE_OR_PAYMENT_LIST,,,,,,,,,Health-insurance related document detected by text/path keywords.,,SEPA-List seizures__copy2.pdf,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/SEPA-List seizures__copy2.pdf,,[[page 1]] Abstimmliste Seite 1 von 1 - Langfassung - Lohn und Gehalt 10.06.2025 SEPA-Überweisung Individuelle Zahlungen 05/2025 Berater-Nr. / Mandanten-Nr.: Referenznummer: 2506101543 659798 / 10001 Empfangendes Institut: Postbank Ndl Deutsche Bank BIC: IBAN: DE95 1001 0010 0925 7291 09 PBNKDEFFXXX Auftraggeber: Martin Zahariev Abweich. Auftraggeber: Usti Nad Labem 27 09119 Chemnitz Ausführungsdatum: Betrag in Euro ,pdf_fitz_keyword_scan,MEDIUM,,
