evidence_id,classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,source_file,source_snippet,confidence
SI-390JS-5935-26-00818,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,,BKK,,,00_INBOX - Входящи - Eingang/Accounting/awbonuses042024/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00819,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00820,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00821,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00835,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/awbonuses042024/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00836,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00837,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-08,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00838,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-08,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00860,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-30,2024-05,AOK,,,"00_INBOX - Входящи - Eingang/Accounting/accountings042024/42108 - Rechnung 240498_2024 vom 30.05.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","ichtung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN April/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN April/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN April/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Bogdanov) 25,00 EUR AN April/2024 Seite 1 Übertrag 1.469,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240498 Rechnungsjahr: 2024 Übertrag 1.",MEDIUM
SI-390JS-5935-26-00861,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-30,2024-05,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/42108 - Rechnung 240498_2024 vom 30.05.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","ichtung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN April/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN April/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN April/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Bogdanov) 25,00 EUR AN April/2024 Seite 1 Übertrag 1.469,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240498 Rechnungsjahr: 2024 Übertrag 1.",MEDIUM
SI-390JS-5935-26-00862,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-05-30,2024-05,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/42108 - Rechnung 240498_2024 vom 30.05.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, Mandant 42303.pdf","ichtung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN April/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN April/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN April/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Bogdanov) 25,00 EUR AN April/2024 Seite 1 Übertrag 1.469,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240498 Rechnungsjahr: 2024 Übertrag 1.",MEDIUM
SI-390JS-5935-26-00863,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-05-30,2024-05,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/42108 - Rechnung 240498_2024 vom 30.05.2024, Aufträge 21_24, 31_24, 32_24, 33_24, 34_24, Mandant 42303__copy2.pdf","ichtung von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN April/2024 1 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 15,00 EUR AN April/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN April/2024 1 25,00 EUR Arbeitsbescheinigung nach §312 SGB III (Bogdanov) 25,00 EUR AN April/2024 Seite 1 Übertrag 1.469,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240498 Rechnungsjahr: 2024 Übertrag 1.",MEDIUM
SI-390JS-5935-26-00873,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-10,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00874,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-10,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00875,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-10,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00876,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-10,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00877,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-10,,BKK,,,00_INBOX - Входящи - Eingang/Accounting/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00878,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-10,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00879,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-10,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00880,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-10,,BKK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00881,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-10,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00882,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-10,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00883,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-10,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00884,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-10,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_05-2024_DivAuswertungen_DivMitarbeiter_EZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00889,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting/2024/Entgeltbescheinigungen 05-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00890,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(2)/Lohnauswertungen.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00891,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 05-2024.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00892,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 05-2024__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00893,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/03_Employee_Payslips/Entgeltbescheinigungen 05-2024__copy3.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00894,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy22.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00895,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy4.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00896,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-12,2024-05,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/14_Duplicates/Lohnauswertungen__copy40.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Mai 2024 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 1.973,75 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 1.125,65 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00925,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-06-29,2024-06,AOK,,,"00_INBOX - Входящи - Eingang/Accounting/42585 - Rechnung 240587_2024 vom 29.06.2024, Aufträge 31_24, 33_23, 33_24, 34_24, Mandant 42303-1.pdf","Einrichtung von Lohnkonten und Aufnahme der Stammdaten 50,00 EUR AN Mai/2024 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN Mai/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN Mai/2024 Seite 1 Übertrag 1.460,20 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 240587 Rechnungsjahr: 2024 Übertrag 1.460,20 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV",MEDIUM
