filename,full_path,file_type,detected_document_type,reason_not_processed,password_attempted,password_success,text_extracted,structured_rows_extracted,missing_required_fields,recommended_next_action,confidence,status
unnamed_003.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/unnamed_003.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
unnamed_004.png,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/unnamed_004.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
api.js,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/2_data/api.js,.js,,Unsupported file type: .js,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
cb=gapi.loaded_0,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/2_data/cb=gapi.loaded_0,.loaded_0,,Unsupported file type: .loaded_0,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
css2.css,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/2_data/css2.css,.css,,Unsupported file type: .css,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
"m=_b,_tp","00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/2_data/m=_b,_tp",,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
"m=_b,_tp","00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/app_data/m=_b,_tp",,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
m=hfcr,00_INBOX - Входящи - Eingang/Accounting/Accountings 02-2025 - martin.zahariev@gmail.com - Gmail_files/RotateCookiesPage_data/m=hfcr,,,Unsupported file type: ,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Accountings 03-2024.pdf,00_INBOX - Входящи - Eingang/Accounting/Accountings 03-2024.eml::Accountings 03-2024.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
20240408_084402.jpg,00_INBOX - Входящи - Eingang/Accounting/aokplusunbedenklichitsbewchaidigung.zip::20240408_084402.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240408_084359.jpg,00_INBOX - Входящи - Eingang/Accounting/aokplusunbedenklichitsbewchaidigung.zip::20240408_084359.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240703_075547.jpg,00_INBOX - Входящи - Eingang/Accounting/aoksachsenanhalt.zip::20240703_075547.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240703_075559.jpg,00_INBOX - Входящи - Eingang/Accounting/aoksachsenanhalt.zip::20240703_075559.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240703_075552.jpg,00_INBOX - Входящи - Eingang/Accounting/aoksachsenanhalt.zip::20240703_075552.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240311_164147.jpg,00_INBOX - Входящи - Eingang/Accounting/aoksachsenanhalt2.zip::20240311_164147.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240311_164152.jpg,00_INBOX - Входящи - Eingang/Accounting/aoksachsenanhalt2.zip::20240311_164152.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
9. Nachweise zur Anmeldung der Mitarbeiter beim Sozialversicherungsträger.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::9. Nachweise zur Anmeldung der Mitarbeiter beim Sozialversicherungsträger.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2023.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,00_INBOX - Входящи - Eingang/Accounting/audit2024.zip::10. Nachweis von Lohnzahlungen - Bankkontoumsätze 2024.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,00_INBOX - Входящи - Eingang/Accounting/awbonuses042024.zip::10001_04-2024_DivAuswertungen_DivMitarbeiter_BZ1.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1.pdf,00_INBOX - Входящи - Eingang/Accounting/awbonusfoodbonus032024.zip::10001_03-2024_DivAuswertungen_DivMitarbeiter_8Z1.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10001_00070_Stefanova_Petya_06_2024_Div_Auswertungen_F0B.pdf,00_INBOX - Входящи - Eingang/Accounting/awturchalievastefanova.zip::10001_00070_Stefanova_Petya_06_2024_Div_Auswertungen_F0B.pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: File has not been decrypted | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
10001_00069_Turchalieva_Maria_Desislava_07_2024_Div_Auswertungen_I03 (1).pdf,00_INBOX - Входящи - Eingang/Accounting/awturchalievastefanova.zip::10001_00069_Turchalieva_Maria_Desislava_07_2024_Div_Auswertungen_I03 (1).pdf,.pdf,Operating Cost,No text extracted from PDF: pypdf failed: File has not been decrypted | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
20240304_134707.jpg,00_INBOX - Входящи - Eingang/Accounting/finanzamt.zip::20240304_134707.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20240304_134727.jpg,00_INBOX - Входящи - Eingang/Accounting/finanzamt.zip::20240304_134727.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250120_162838.jpg,00_INBOX - Входящи - Eingang/Accounting/fwd.zip::20250120_162838.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250120_162844.jpg,00_INBOX - Входящи - Eingang/Accounting/fwd.zip::20250120_162844.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
20250120_162848.jpg,00_INBOX - Входящи - Eingang/Accounting/fwd.zip::20250120_162848.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Zahariev Martin Rechnung 2013 05.12.2024 Scanner.doc,00_INBOX - Входящи - Eingang/Accounting/fwdgutschriftundrechnungen.zip::Zahariev Martin Rechnung 2013 05.12.2024 Scanner.doc,.doc,,Unsupported file type: .doc,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
1000038649 (1).jpg,00_INBOX - Входящи - Eingang/Accounting/fwdinvoicesfor4buses.zip::1000038649 (1).jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
1000038655.jpg,00_INBOX - Входящи - Eingang/Accounting/fwdinvoicesfor4buses.zip::1000038655.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
1000038651.jpg,00_INBOX - Входящи - Eingang/Accounting/fwdinvoicesfor4buses.zip::1000038651.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
1000038657.jpg,00_INBOX - Входящи - Eingang/Accounting/fwdinvoicesfor4buses.zip::1000038657.jpg,.jpg,,Unsupported file type: .jpg,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
KKH.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdkkh.zip::KKH.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
kranken.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdkkh.zip::kranken.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf returned no text | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Anhang_0_89f2ccb8-cd44-42d1-8543-62fb154f58a2.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdpostvonihrerkkh.zip::Anhang_0_89f2ccb8-cd44-42d1-8543-62fb154f58a2.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf failed: File has not been decrypted | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Anhang_1_87cf7c65-857f-4504-b9cf-65144676121d.pdf,00_INBOX - Входящи - Eingang/Accounting/fwdpostvonihrerkkh.zip::Anhang_1_87cf7c65-857f-4504-b9cf-65144676121d.pdf,.pdf,Health Insurance,No text extracted from PDF: pypdf failed: File has not been decrypted | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
image.png,00_INBOX - Входящи - Eingang/Accounting/Healts Vers..eml::image.png,.png,,Unsupported file type: .png,NO,NOT_APPLICABLE,NO,0,structured accounting fields,Convert file to PDF/TXT/CSV/XLSX/DOCX or process manually.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/Ihre Lohnauswertungen.eml::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Barauszahlungswerte_O0N.pdf,00_INBOX - Входящи - Eingang/Accounting/Ihre Lohnauswertungen.eml::Barauszahlungswerte_O0N.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (2).pdf","00_INBOX - Входящи - Eingang/Accounting/Ihre Lohnauswertungen.eml::Abstimmliste (DE - SEPA, Langform) (2).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(1)222.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(1)222.zip::Abstimmliste (DE - SEPA, Langform).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(2).zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(2).zip::Abstimmliste (DE - SEPA, Langform) (1).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(2)2.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(2)2.zip::Abstimmliste (DE - SEPA, Langform).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(3).zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (3).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen(3).zip::Abstimmliste (DE - SEPA, Langform) (3).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List seizure.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen.zip::SEPA-List seizure.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen.zip::SEPA-List salaries.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List halth security.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen.zip::SEPA-List halth security.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2.zip::Abstimmliste (DE - SEPA, Langform).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (2).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2.zip::Abstimmliste (DE - SEPA, Langform) (2).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (3).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2.zip::Abstimmliste (DE - SEPA, Langform) (3).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2024.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2024.zip::SEPA List salaries.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Zoll Kitanov.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2024.zip::Zoll Kitanov.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List health securitys.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen2024.zip::SEPA List health securitys.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen3333.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungen3333.zip::Abstimmliste (DE - SEPA, Langform).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List salaries.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025.zip::SEPA-List salaries.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List health security.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025.zip::SEPA-List health security.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA-List Seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenapril2025.zip::SEPA-List Seizures.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungendezember2024.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Cash-Payment.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungendezember2024.zip::Cash-Payment.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (2) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungendezember2024.zip::Abstimmliste (DE - SEPA, Langform) (2) (1).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
"Abstimmliste (DE - SEPA, Langform) (1).pdf","00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungendezember2024.zip::Abstimmliste (DE - SEPA, Langform) (1).pdf",.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
Lohnauswertungen.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenfebruar2025.zip::Lohnauswertungen.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
SEPA List seizures.pdf,00_INBOX - Входящи - Eingang/Accounting/ihrelohnauswertungenfebruar2025.zip::SEPA List seizures.pdf,.pdf,Payroll,No text extracted from PDF: pypdf failed: cryptography>=3.1 is required for AES algorithm | pdfplumber failed: No module named 'pdfplumber',YES,NO,NO,0,structured accounting fields,Run OCR or provide text-based source document.,LOW,UNPROCESSED_WITH_REASON
